CODE;PARENT_CODE;TYPE_CODE;NAME.EN.NAME;EXT.YAMARKET.0;EXT.ZIP.0
ke;;COUNTRY;Kenya;;
ke23;ke;REGION;Kilifi;;
ke187968;ke23;CITY;Malindi;;
ke187661;ke23;CITY;Mariakani;;
ke179634;ke23;CITY;Takaungu;;
ke188417;ke23;CITY;Mafigani;;
ke188429;ke23;CITY;Madungoni;;
ke188432;ke23;CITY;Maduma;;
ke188565;ke23;CITY;Lutsangani;;
ke188573;ke23;CITY;Luswani;;
ke192186;ke23;CITY;Kikambala;;
ke192189;ke23;CITY;Kijiwetanga;;
ke192340;ke23;CITY;Kidutani;;
ke193093;ke23;CITY;Kayafungo;;
ke193152;ke23;CITY;Kavuluni;;
ke193554;ke23;CITY;Kasidi;;
ke182659;ke23;CITY;Nyundo;;
ke184337;ke23;CITY;Nasibu;;
ke184945;ke23;CITY;Mweza;;
ke185026;ke23;CITY;Mwarakaya;;
ke185087;ke23;CITY;Mwana Mwinga;;
ke185089;ke23;CITY;Mwanamare;;
ke185103;ke23;CITY;Mwambiri;;
ke185120;ke23;CITY;Mwalili;;
ke185135;ke23;CITY;Mwakwala;;
ke185136;ke23;CITY;Mwakunde;;
ke185147;ke23;CITY;Mwakirunge Kuu;;
ke185165;ke23;CITY;Mwaga;;
ke185190;ke23;CITY;Mwabaya Nyundo;;
ke185191;ke23;CITY;Mwabani;;
ke185266;ke23;CITY;Mutuli;;
ke185540;ke23;CITY;Muritu;;
ke185735;ke23;CITY;Mulunguni;;
ke185827;ke23;CITY;Mukunguni;;
ke186142;ke23;CITY;Msabaha;;
ke186409;ke23;CITY;Mnazi Moja;;
ke186412;ke23;CITY;Mnarani;;
ke186418;ke23;CITY;Mlimani;;
ke186444;ke23;CITY;Mkuluni;;
ke186451;ke23;CITY;Mkongani;;
ke186453;ke23;CITY;Mkondo wa Simiti;;
ke186487;ke23;CITY;Mizijini;;
ke186529;ke23;CITY;Mitsajeni;;
ke186748;ke23;CITY;Midoina;;
ke186788;ke23;CITY;Mgamboni;;
ke186915;ke23;CITY;Mdzimure;;
ke186954;ke23;CITY;Mubungoni;;
ke187274;ke23;CITY;Matsangoni;;
ke187293;ke23;CITY;Matolani;;
ke187631;ke23;CITY;Marikebuni;;
ke187671;ke23;CITY;Marereni;;
ke187768;ke23;CITY;Mapotea;;
ke187794;ke23;CITY;Manyeso;;
ke188013;ke23;CITY;Malamba;;
ke188062;ke23;CITY;Makumbwani;;
ke188097;ke23;CITY;Makongani;;
ke194688;ke23;CITY;Kampi ya Kerenzeni;;
ke194869;ke23;CITY;Kamale;;
ke195131;ke23;CITY;Kalaluwe;;
ke195171;ke23;CITY;Kakuyuni;;
ke195221;ke23;CITY;Kakoneni;;
ke195224;ke23;CITY;Kakomani;;
ke195579;ke23;CITY;Kaembekaesha;;
ke195582;ke23;CITY;Kadzinuni;;
ke195584;ke23;CITY;Kadzeweni;;
ke195773;ke23;CITY;Kabieni;;
ke195777;ke23;CITY;Kabiboni;;
ke195949;ke23;CITY;Jilore;;
ke195955;ke23;CITY;Jila;;
ke195960;ke23;CITY;Jeuri;;
ke195987;ke23;CITY;Jaribuni;;
ke196925;ke23;CITY;Hadu;;
ke197045;ke23;CITY;Gotani;;
ke197505;ke23;CITY;Gedi;;
ke197791;ke23;CITY;Ganzoni;;
ke197850;ke23;CITY;Galanema;;
ke198010;ke23;CITY;Fundisa;;
ke198787;ke23;CITY;Dzitsuhe;;
ke198814;ke23;CITY;Dungicha;;
ke198826;ke23;CITY;Dulukiza;;
ke199138;ke23;CITY;Dakawachu;;
ke199162;ke23;CITY;Dakacha;;
ke199183;ke23;CITY;Dagamra;;
ke199315;ke23;CITY;Chonyi;;
ke199613;ke23;CITY;Chengo;;
ke200176;ke23;CITY;Bukotwavi;;
ke200185;ke23;CITY;Buji Albati;;
ke200453;ke23;CITY;Bibitoli;;
ke200475;ke23;CITY;Bengoni;;
ke200581;ke23;CITY;Baricho;;
ke200606;ke23;CITY;Barani;;
ke200649;ke23;CITY;Banda ra Salama;;
ke200911;ke23;CITY;Arabuko;;
ke178245;ke23;CITY;Watamu;;
ke178271;ke23;CITY;Waresa;;
ke181470;ke23;CITY;Rabai;;
ke190194;ke23;CITY;Kurwitu;;
ke178543;ke23;CITY;Vipingo;;
ke188632;ke23;CITY;Lukongo;;
ke190158;ke23;CITY;Kwa Demu;;
ke191825;ke23;CITY;Kinarani;;
ke191836;ke23;CITY;Kinane;;
ke192191;ke23;CITY;Kijipwa;;
ke193074;ke23;CITY;Kasikini;;
ke193092;ke23;CITY;Kayafungo;;
ke183931;ke23;CITY;Ndzovuni;;
ke185022;ke23;CITY;Mwareni;;
ke185119;ke23;CITY;Mwalilo;;
ke186096;ke23;CITY;Mtondia;;
ke186523;ke23;CITY;Mitunguni;;
ke186557;ke23;CITY;Mitangoni;;
ke186760;ke23;CITY;Mida;;
ke187273;ke23;CITY;Matsavini;;
ke188112;ke23;CITY;Makobeni;;
ke195943;ke23;CITY;Jimba;;
ke196889;ke23;CITY;Haluabagala;;
ke197047;ke23;CITY;Goshi;;
ke197082;ke23;CITY;Gongoni;;
ke197315;ke23;CITY;Giryama;;
ke197794;ke23;CITY;Ganze;;
ke198939;ke23;CITY;Dindiri;;
ke200322;ke23;CITY;Bomani;;
ke200613;ke23;CITY;Bara Hoyo;;
ke200631;ke23;CITY;Banya;;
ke178541;ke23;CITY;Vinagoni;;
ke180453;ke23;CITY;Shauri Moyo;;
ke180498;ke23;CITY;Shakadulo;;
ke181235;ke23;CITY;Ribe;;
ke188195;ke23;CITY;Maji ya Chumvi;;
ke188221;ke23;CITY;Majengo;;
ke188387;ke23;CITY;Magarini;;
ke190160;ke23;CITY;Kwa Dadu;;
ke190393;ke23;CITY;Kowa Gulecha;;
ke190878;ke23;CITY;Kizurini;;
ke191368;ke23;CITY;Kirumbi;;
ke191834;ke23;CITY;Kinango;;
ke192199;ke23;CITY;Kijangwani;;
ke192339;ke23;CITY;Kidutani;;
ke192511;ke23;CITY;Kibarani;;
ke192516;ke23;CITY;Kibaoni;;
ke193069;ke23;CITY;Kazoli;;
ke193091;ke23;CITY;Kayafungo;;
ke193737;ke23;CITY;Karimani;;
ke194543;ke23;CITY;Kanamai;;
ke182964;ke23;CITY;Nyalani;;
ke183609;ke23;CITY;Ngomeni;;
ke183687;ke23;CITY;Ngindo;;
ke185067;ke23;CITY;Mwando wa Panya;;
ke185161;ke23;CITY;Mwahera;;
ke186072;ke23;CITY;Mtwapa;;
ke186078;ke23;CITY;Mtulu;;
ke186080;ke23;CITY;Mtsengo;;
ke186181;ke23;CITY;Moya;;
ke186403;ke23;CITY;Mnyenzeni;;
ke186462;ke23;CITY;Mkomani;;
ke186470;ke23;CITY;Mkaumoto;;
ke186486;ke23;CITY;Mjanaheri;;
